District,Soil Color,Crop Type,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Fertilizer
Satara,Clayey,Pomegranate,52,46,24,7.493555291427519,1042.1087333783344,23.774624244790424,MOP
Satara,Clayey,Grapes,95,80,56,7.400829194493819,1092.9061942576386,28.171387523615252,19:19:19 NPK
Pune,Red,Pomegranate,40,60,77,5.544162873670723,879.7806418252385,29.80056250733963,19:19:19 NPK
Satara,Black,Soybean,58,44,44,7.304972276866482,855.1872211320183,21.51139701622455,Ammonium Sulphate
Satara,Clayey,Sugarcane,45,59,59,7.45719967781464,531.4533046421257,34.51013011829932,Urea
Pune,Clayey,Cotton,54,48,44,7.1230511810642385,1008.9317428210273,25.37751571470022,Urea
Pune,Black,Soybean,74,80,79,7.1681183603379,401.0190530300984,34.36342912037642,Ammonium Sulphate
Satara,Black,Soybean,64,47,39,6.291131947787143,802.2696288423905,28.832541808679828,Ammonium Sulphate
Solapur,Clayey,Soybean,49,36,56,6.880890098423914,971.5611020777717,31.437198209175715,DAP
Kolhapur,Black,Wheat,48,26,46,5.859331613813493,826.5815183771442,24.06369489915057,DAP
Sangli,Black,Pomegranate,42,57,38,7.415139135688873,931.5829377141496,32.967698869890086,MOP
Kolhapur,Red,Moong,34,48,52,7.010286605417838,557.3501132094349,26.82661719342518,DAP
Pune,Black,Cotton,89,76,71,6.167368067901937,1028.9329012437904,31.97029432558785,20:20:0:13
Sangli,Clayey,Soybean,40,27,59,5.72601731670688,886.8998000708236,22.44657407932302,DAP
Pune,Black,Soybean,44,68,54,6.739254735571021,1289.714887765805,25.61867374716814,Ammonium Sulphate
Sangli,Clayey,Cotton,72,60,46,7.4376339878673825,1367.4349849933105,21.94505798727075,Urea
Solapur,Black,Wheat,45,33,59,5.826220391535979,791.7572474577607,33.71232904413568,DAP
Satara,Red,Pomegranate,59,46,34,7.272440315625959,1089.8060939638672,23.75444047727953,MOP
Solapur,Red,Moong,31,21,55,6.235054401067432,704.1537258196463,25.54483088055867,DAP
Kolhapur,Red,Pomegranate,56,50,31,7.27761487223064,1047.9448314911056,33.79090146207637,MOP
Kolhapur,Black,Cotton,83,41,40,6.882047157834867,786.8581298009497,28.907715844593213,Urea
Kolhapur,Red,Sugarcane,44,56,53,6.501940265399037,714.5103722968391,22.488164118856574,Urea
Sangli,Black,Wheat,48,27,55,5.5863283799494825,1300.7709326973397,23.290984088861276,DAP
Kolhapur,Red,Sugarcane,71,41,72,7.394473048975876,809.094749850912,31.262794253570796,10:26:26 NPK
Pune,Red,Moong,49,25,58,6.982347731558837,1172.780433212673,25.079137710177115,DAP
Solapur,Black,Cotton,53,69,36,5.629381269203523,881.3772371597909,29.83099318685504,20:20:0:13
Pune,Red,Wheat,84,72,79,5.541531952232854,1465.5262304890498,25.116809201440642,Ammonium Sulphate
Kolhapur,Clayey,Soybean,45,25,52,7.198964967554945,1107.0616073175815,25.895405761955335,DAP
Kolhapur,Clayey,Grapes,95,66,63,7.14452384806652,847.3176505170403,33.61720842229339,19:19:19 NPK
Solapur,Clayey,Soybean,56,50,51,6.647619520879323,1446.561073055663,21.290083673944775,DAP
Sangli,Black,Soybean,48,35,73,6.146483279122212,1066.873234895339,21.104608771444983,Ammonium Sulphate
Sangli,Black,Tur,95,38,44,5.682252097529265,1123.5230446127243,23.388930047878276,10:26:26 NPK
Solapur,Black,Grapes,41,47,24,5.62862467750671,1445.6432709241085,31.255473040241103,MOP
Solapur,Clayey,Soybean,46,46,41,7.263839911485432,1253.151474025824,31.580905298811118,DAP
Kolhapur,Black,Tur,52,43,52,6.758623247977208,1067.2562550877728,32.29665133686591,10:26:26 NPK
Kolhapur,Red,Wheat,61,58,41,5.8812913279709145,1061.8342178494563,20.09955957219442,Ammonium Sulphate
Pune,Clayey,Grapes,61,40,32,6.030862728999886,692.5704592117384,34.19352453684102,19:19:19 NPK
Satara,Black,Sugarcane,51,50,58,6.017874129815573,715.0829225764969,32.17063686286917,Urea
Kolhapur,Clayey,Maize,69,43,51,6.5279010823988335,404.0091475875992,27.686173627028275,Urea
Kolhapur,Clayey,Pomegranate,53,41,34,7.081240729416679,1220.97060114315,21.01403964272914,MOP
Satara,Black,Cotton,69,47,41,6.203673350516426,673.3297133284439,29.361019414765103,Urea
Sangli,Red,Moong,42,32,55,6.664677017819708,911.8796240735678,31.687326107981363,DAP
Solapur,Red,Sugarcane,61,44,47,7.304669195433744,1482.5505194770371,30.87859411747308,Urea
Satara,Black,Pomegranate,44,40,30,6.579021840841773,1392.8050952483977,34.9450065349903,MOP
Pune,Clayey,Cotton,40,45,55,6.826019716660061,1255.795918161536,33.29832388918297,Urea
Kolhapur,Red,Moong,55,37,58,5.77817397896549,1481.41931057432,31.23770627386294,DAP
Kolhapur,Red,Pomegranate,48,54,40,5.855465861957468,422.2539339611958,26.162354686563248,MOP
Pune,Red,Grapes,44,60,24,6.254379398363205,454.78507355293925,29.639283279104262,MOP
Kolhapur,Red,Wheat,55,32,54,6.288469347597488,713.5126739486101,20.502421258985112,Ammonium Sulphate
Pune,Clayey,Maize,20,40,53,6.220598493411146,1386.7525234245613,20.25392914132976,Urea
Satara,Clayey,Soybean,38,21,43,6.602219087655234,797.9542239813061,32.45414837253075,DAP
Solapur,Red,Wheat,41,51,75,6.8384283840156,913.9930202928175,21.079025823200485,Ammonium Sulphate
Satara,Black,Cotton,42,54,79,5.816220676211825,994.211071534043,24.46546745298077,20:20:0:13
Pune,Black,Soybean,50,43,43,5.926177391759313,437.4437506110232,34.15986206207401,Ammonium Sulphate
Sangli,Black,Tur,74,71,30,6.876367953040294,1159.9155579955075,34.394373118236345,10:26:26 NPK
Pune,Black,Grapes,51,58,24,7.108314919905542,562.7154462155644,21.53631404573514,MOP
Pune,Red,Pomegranate,97,30,62,7.359104074920127,1059.7281206574798,25.89101921496956,19:19:19 NPK
Sangli,Black,Cotton,47,54,66,6.6912501436664735,1368.201334549927,28.12365065983093,20:20:0:13
Pune,Clayey,Soybean,39,32,59,7.289869884237904,806.9315105658145,20.455635231665404,DAP
Sangli,Black,Tur,74,53,69,7.453701830612035,602.9042289793865,21.850860628154788,10:26:26 NPK
Kolhapur,Black,Tur,91,56,53,5.6007705167494946,1405.5558002231014,22.819874651389235,10:26:26 NPK
Satara,Black,Tur,65,78,45,7.4902673515760805,540.8673554019022,25.23607349438216,10:26:26 NPK
Solapur,Red,Wheat,57,39,45,6.50597162144603,1320.317156104648,28.425471883303167,Ammonium Sulphate
Satara,Clayey,Maize,48,49,53,5.884234285840424,1205.2778280341845,32.132556577059475,Urea
Sangli,Red,Pomegranate,61,62,42,7.336954651448938,1094.917323014497,24.925077498923034,19:19:19 NPK
Kolhapur,Clayey,Grapes,40,73,71,5.736534623440631,1094.4058028448947,32.4172995283211,19:19:19 NPK
Kolhapur,Red,Sugarcane,69,75,64,6.943280555549811,965.6638583684767,21.623340870080813,10:26:26 NPK
Pune,Clayey,Sugarcane,51,45,54,6.243466066348231,844.1823434053067,22.227973706732346,Urea
Kolhapur,Red,Cotton,74,41,52,5.689466298909473,1017.9899311151862,25.426368723993253,Urea
Kolhapur,Clayey,Soybean,45,32,56,6.728428533803115,1276.1933324089218,33.91607795699131,DAP
Satara,Black,Soybean,80,64,69,5.887098433896571,622.3886933242518,25.379746295393986,Ammonium Sulphate
Sangli,Black,Cotton,43,42,43,6.0461087437451315,1025.9721532545639,30.389873674235233,Urea
Solapur,Black,Cotton,40,31,39,5.74342196142266,544.058244320239,28.689478544616982,20:20:0:13
Satara,Red,Wheat,51,36,74,5.97681224328747,811.1344629059611,26.35655575714056,Ammonium Sulphate
Satara,Clayey,Grapes,74,75,43,6.446157412452692,1032.3908059907233,28.780884328725534,19:19:19 NPK
Kolhapur,Black,Wheat,44,48,49,5.689316918988861,428.92992835453276,23.16186770577322,DAP
Kolhapur,Black,Soybean,71,68,73,7.093981517071248,478.7208819422118,29.460451459173797,Ammonium Sulphate
Satara,Clayey,Grapes,57,48,26,6.475462251375178,815.8282158651152,26.139989220084075,MOP
Pune,Black,Soybean,44,45,32,6.8502994877293135,880.3666695645093,29.765876968302656,Ammonium Sulphate
Sangli,Clayey,Pomegranate,55,42,50,6.150572189776745,1158.8187748353262,34.64219317033572,MOP
Pune,Black,Wheat,48,28,50,7.248571308690778,1212.0122299556688,31.319717473460152,DAP
Kolhapur,Clayey,Pomegranate,55,45,26,5.6933050493269555,410.21035693005604,32.935865251375276,MOP
Satara,Red,Grapes,50,50,35,5.918481936576511,1097.3038983751683,21.366216657160876,MOP
Sangli,Clayey,Pomegranate,59,57,26,7.481608302020192,788.5900023922287,20.176416046323386,MOP
Kolhapur,Red,Pomegranate,40,35,46,7.341799964855618,1285.3069733205934,32.27279144298275,19:19:19 NPK
Kolhapur,Black,Tur,64,73,48,6.5315195571321105,1175.1894486092922,31.454893337765427,10:26:26 NPK
Sangli,Clayey,Cotton,73,49,44,5.523287710548509,924.5751724150841,33.76174033462662,Urea
Kolhapur,Clayey,Cotton,87,50,53,6.151310046686985,1018.9276542410513,28.00670643869794,Urea
Kolhapur,Clayey,Grapes,89,58,48,5.618844897654239,721.6828012590204,26.69808072093809,19:19:19 NPK
Satara,Black,Maize,77,47,51,7.098620601550301,730.0023395310722,32.22468766812645,Urea
Sangli,Black,Tur,70,37,47,5.657513609065434,564.71033182159,27.51873866145619,10:26:26 NPK
Satara,Clayey,Sugarcane,89,45,51,6.856897513053958,1174.6811845302898,27.526694080667706,Urea
Solapur,Clayey,Grapes,55,61,60,7.371215846682389,511.6860917059972,20.92406847622132,19:19:19 NPK
Satara,Clayey,Grapes,92,70,56,6.535658796373618,821.1039771457222,29.64416922575043,19:19:19 NPK
Satara,Red,Cotton,20,48,41,7.011589842373638,1378.6842385822106,33.085605176108906,Urea
Solapur,Black,Wheat,35,28,40,7.032152571702873,694.1942239277735,25.487376326219223,DAP
Solapur,Clayey,Soybean,57,20,50,6.244040312393893,618.582437414006,20.46462982914703,DAP
Sangli,Red,Sugarcane,47,40,48,7.084087616898812,1377.662354063834,25.022487861206812,Urea
Sangli,Black,Tur,65,73,31,6.6832630028764966,418.5291035727749,28.743260360419846,10:26:26 NPK
Satara,Red,Moong,31,24,56,6.557123197121957,1333.177492623951,32.17651013542478,DAP
Solapur,Black,Tur,88,35,69,6.803862954331616,748.3372456052605,31.841295702202352,10:26:26 NPK
Pune,Clayey,Sugarcane,29,52,43,6.916905222802951,898.6058499533494,22.816305514919957,Urea
Solapur,Black,Wheat,39,43,54,6.022992658152625,1210.2044180989642,33.772241583501355,DAP
Pune,Clayey,Grapes,67,61,61,5.70587887284678,1119.238119576301,32.48344522504043,19:19:19 NPK
Pune,Black,Pomegranate,57,54,25,6.552413395672163,802.4696686710931,26.366502663608998,MOP
Satara,Black,Grapes,58,58,40,7.255140425121316,469.34087903314537,27.932457912821363,MOP
Pune,Black,Soybean,56,38,49,5.95308221984724,1007.3596050501257,27.219598403277534,Ammonium Sulphate
Pune,Clayey,Grapes,43,55,44,6.111375658400636,812.8249311784036,23.49460440261119,MOP
Satara,Red,Sugarcane,41,77,36,7.406177792882796,1226.4117308083846,26.71834045558741,10:26:26 NPK
Satara,Red,Pomegranate,84,59,69,6.258515645649492,1494.9902757863833,28.737793971670357,19:19:19 NPK
Kolhapur,Red,Cotton,28,51,50,7.445657617063082,1290.3982360052282,28.929003810913063,Urea
Kolhapur,Clayey,Grapes,99,73,67,7.4010671502802445,674.9770106381995,34.373578875377525,19:19:19 NPK
Kolhapur,Red,Moong,53,27,42,6.195405215685339,1447.602451769398,22.366719009477528,DAP
Pune,Red,Moong,60,24,50,6.884608369159419,551.9308886734668,33.58427922996431,DAP
Satara,Black,Grapes,48,44,48,6.60244663332065,504.41792553640965,23.139363965594054,MOP
Satara,Red,Sugarcane,56,51,53,6.6555538482936925,1298.1854491479296,27.936793321393026,10:26:26 NPK
Sangli,Red,Sugarcane,32,49,59,6.659488927498574,918.1976331196865,34.31470026460959,Urea
Kolhapur,Black,Cotton,40,49,53,6.315327440709285,479.0727467086691,31.052591088252797,Urea
Solapur,Red,Pomegranate,52,55,40,7.257205855446885,1341.540833388962,30.205340799466462,MOP
Sangli,Black,Tur,97,79,35,5.88150600223188,1024.0765889199815,29.39227306464275,10:26:26 NPK
Satara,Red,Wheat,50,35,58,6.56182742061074,535.4235126197984,30.161307379924992,Ammonium Sulphate
Pune,Clayey,Pomegranate,45,43,42,5.5743580990459565,1463.0483935423508,33.66884826373487,MOP
Satara,Black,Sugarcane,79,57,51,7.179055485700838,1192.551520948069,25.667622059375233,Urea
Pune,Black,Wheat,54,22,42,6.91250721777112,872.3831968298653,24.450395202147657,DAP
Solapur,Red,Sugarcane,55,35,40,7.013846487057346,596.2346895162165,23.1153451928318,10:26:26 NPK
Kolhapur,Red,Sugarcane,57,46,49,6.271100581187854,1346.5563080287902,26.419846751818707,10:26:26 NPK
Kolhapur,Clayey,Maize,49,46,54,5.606878727182169,632.3415330171864,27.709049653798484,Urea
Pune,Clayey,Soybean,50,25,51,6.023430298006012,564.8443968652882,30.255048498361337,DAP
Satara,Clayey,Grapes,81,49,61,6.2631281447735905,751.3513140288209,33.13677031186741,19:19:19 NPK
Kolhapur,Clayey,Grapes,68,70,68,6.886619546423773,1312.72032461884,30.495310451230758,19:19:19 NPK
Pune,Red,Maize,52,59,49,6.862361083045749,1260.1779669314496,25.881162517450438,Urea
Sangli,Red,Pomegranate,97,51,63,7.090032061670912,434.085658026661,22.318659107726262,19:19:19 NPK
Sangli,Red,Pomegranate,47,42,45,7.16834254724773,1143.4841481526973,20.655695120387737,MOP
Pune,Black,Soybean,69,35,56,6.771050916513921,406.92155291276305,31.31729031519327,Ammonium Sulphate
Solapur,Red,Pomegranate,48,51,31,7.071721828079806,558.9571097591531,27.415925920762504,MOP
Sangli,Clayey,Pomegranate,60,47,42,6.424275810338421,1196.0285095258585,21.0727674860751,MOP
Pune,Red,Wheat,94,75,74,7.261542566685471,1141.3115026554303,25.733424891950946,Ammonium Sulphate
Pune,Black,Cotton,54,75,61,5.976252778321347,766.2801668541955,30.189225388340343,20:20:0:13
Sangli,Red,Sugarcane,43,58,75,5.868162771797818,1382.4728874413627,20.793069748927962,10:26:26 NPK
Pune,Black,Soybean,79,50,75,5.774136324313844,1328.2744945710976,21.49181363882435,Ammonium Sulphate
Satara,Red,Pomegranate,45,46,26,5.9946308937693695,1090.2274361081018,26.370583382771834,MOP
Satara,Clayey,Soybean,45,30,48,6.060149123842329,738.4821195580657,31.094905340092016,DAP
Sangli,Black,Grapes,48,51,31,7.282005956202947,1115.1285910457755,31.317155560932626,MOP
Kolhapur,Red,Sugarcane,51,73,57,7.1025747637541,1165.8182697795721,34.72848868196904,10:26:26 NPK
Sangli,Red,Wheat,71,40,46,7.437848486392577,945.9236304567461,31.584201381813795,Ammonium Sulphate
Kolhapur,Red,Cotton,23,58,51,6.197109816622488,799.364545583622,31.124036740818294,Urea
Kolhapur,Black,Maize,82,46,43,7.366121390045694,987.7258012571513,28.05608413691499,Urea
Pune,Black,Maize,52,47,46,7.394496795800311,523.1553517485027,23.891415065793403,Urea
Pune,Clayey,Grapes,52,48,49,6.347511624318478,1252.631823049417,22.129224431450126,MOP
Solapur,Red,Wheat,90,61,52,6.254558846742724,1309.4915634145132,21.66800988975888,Ammonium Sulphate
Sangli,Black,Tur,82,47,51,6.326598653869182,1097.8736902077108,24.510850982449092,10:26:26 NPK
Sangli,Black,Pomegranate,46,55,22,7.263758635466289,541.7776318610767,27.674725187816154,MOP
Solapur,Red,Moong,36,23,43,5.829958552468432,872.7981640210221,34.42074216357859,DAP
Kolhapur,Red,Sugarcane,75,60,40,6.079178853437624,1019.0620403481422,34.15830495330832,Urea
Sangli,Clayey,Cotton,62,53,56,5.617106506662017,745.9082301734627,20.489045105932146,Urea
Pune,Clayey,Grapes,74,56,37,5.509182171709149,699.9905093201002,27.337755801490033,19:19:19 NPK
Satara,Red,Sugarcane,67,38,76,6.45420792781659,827.2643274866823,26.214486294164693,10:26:26 NPK
Kolhapur,Clayey,Grapes,100,53,78,7.305867664018821,953.2469140702444,33.554227138748686,19:19:19 NPK
Kolhapur,Red,Sugarcane,87,74,49,6.939515976452894,553.2252825686023,20.178632985789253,10:26:26 NPK
Satara,Black,Wheat,41,43,45,7.399257634042676,1464.5911418994028,27.752436580863616,DAP
Kolhapur,Clayey,Grapes,95,66,75,6.46907695923897,1368.7780441207328,33.60890564587176,19:19:19 NPK
Satara,Black,Soybean,84,80,58,5.9932887967351824,584.2190783788221,20.93211846134412,Ammonium Sulphate
Solapur,Red,Moong,34,48,52,5.523393720702009,1377.4343509250457,32.880855979703675,DAP
Kolhapur,Clayey,Grapes,57,70,72,6.629315714254761,654.6650952825149,34.883496906215775,19:19:19 NPK
Satara,Red,Moong,56,26,51,6.891485674708665,840.2582014165289,23.581987715584788,DAP
Satara,Black,Cotton,97,34,70,6.345512201374548,866.6765695561078,26.73423102510233,20:20:0:13
Pune,Black,Tur,58,36,73,6.965919967264616,737.144977487071,27.9741289102466,10:26:26 NPK
Solapur,Black,Cotton,91,59,47,6.132841510027953,923.4701252270131,27.974905683421433,20:20:0:13
Pune,Clayey,Grapes,90,57,48,6.401988055608036,965.5282346400763,24.790347650574454,19:19:19 NPK
Solapur,Black,Grapes,43,48,48,6.0005957181250835,1397.2530528995107,20.647746498869346,MOP
Sangli,Red,Wheat,76,72,49,7.078819436352601,1315.6040016362053,32.743017498982994,Ammonium Sulphate
Sangli,Red,Wheat,98,53,39,6.058031647605916,796.6903016332542,33.08963502932893,Ammonium Sulphate
Sangli,Red,Pomegranate,50,45,36,6.799116560391536,1022.6902279514907,26.424635546750693,19:19:19 NPK
Sangli,Red,Pomegranate,85,79,73,7.281551576855254,879.1993975873279,30.3570211162597,19:19:19 NPK
Kolhapur,Black,Wheat,49,29,53,5.932339922374631,777.4003625676547,21.341921845903066,DAP
Satara,Clayey,Maize,22,41,43,6.611617834570138,910.5609193717235,34.01105586332473,Urea
Kolhapur,Clayey,Grapes,52,58,40,7.15178090291908,1273.198305948947,31.59670809574989,MOP
Sangli,Red,Sugarcane,73,33,37,6.444588473799418,1448.8727717005286,21.16265839157027,10:26:26 NPK
Pune,Clayey,Grapes,87,76,58,5.649569915783926,417.834494081817,31.724051141918917,19:19:19 NPK
Satara,Clayey,Soybean,57,20,52,6.816587586009109,1334.4277827239957,28.724344517481825,DAP
Satara,Red,Wheat,67,79,62,7.23920120759705,464.05811645004985,33.58308371604263,Ammonium Sulphate
Kolhapur,Black,Wheat,45,47,41,6.909201782742286,410.76139326383867,24.31385064607347,DAP
Kolhapur,Black,Pomegranate,49,43,38,6.652533953976224,1027.1309038293152,27.482697236553882,MOP
Sangli,Black,Soybean,67,77,45,6.97986299196712,580.5241224183922,34.30898153177715,Ammonium Sulphate
Satara,Clayey,Grapes,44,57,40,6.157374413953461,1071.6107408886733,28.54255315153592,MOP
Solapur,Red,Pomegranate,58,77,57,7.4274222218912715,1399.393502491905,25.427071354695368,19:19:19 NPK
Sangli,Red,Wheat,90,80,61,7.443693469156708,1248.7949305981979,23.40879900003193,Ammonium Sulphate
Pune,Black,Wheat,32,38,47,6.269571325984704,1195.458464463632,25.56981633261131,DAP
Kolhapur,Black,Soybean,96,73,31,6.831519745693559,1397.245482448528,21.463982742492465,Ammonium Sulphate
Pune,Black,Cotton,81,45,50,6.246275652341479,1128.9930541351634,32.195353818954075,20:20:0:13
Sangli,Red,Sugarcane,60,76,65,5.539796935003372,1237.4639473019429,27.170217544177035,10:26:26 NPK
Pune,Black,Grapes,52,43,47,5.882965059496057,1426.5779538543923,23.32640816110584,MOP
Sangli,Clayey,Cotton,70,52,44,7.427409524086793,695.4513971821457,28.071453042072292,Urea
Satara,Red,Moong,40,39,50,6.078061113055384,902.1865806631203,31.978286013839423,DAP
Sangli,Clayey,Grapes,46,56,46,6.554616331838032,704.489959636175,30.200600128658706,MOP
Pune,Red,Sugarcane,44,52,59,5.66778889432355,1186.0239699131284,31.37702808235413,10:26:26 NPK
Pune,Clayey,Cotton,63,44,49,6.382698370400584,1183.8515017919506,34.50647099797398,Urea
Satara,Black,Soybean,44,35,58,5.710316147255082,424.78331095619114,30.959869060987632,Ammonium Sulphate
Satara,Red,Grapes,48,53,50,5.83733021755535,1107.3723076078184,31.2390179660999,MOP
Kolhapur,Red,Sugarcane,54,58,59,6.0555202134827475,983.7175543634702,20.77001569047799,10:26:26 NPK
Solapur,Red,Sugarcane,49,34,78,5.698558326393568,933.9733041254727,27.131166982765738,10:26:26 NPK
Satara,Red,Moong,53,38,56,6.84894471721091,671.6618391169218,29.25864041205656,DAP
Solapur,Black,Wheat,37,28,51,6.535536656456104,1477.449274339417,34.11451364781239,DAP
Kolhapur,Black,Cotton,89,68,38,6.311530313502245,560.3670172495403,29.760667914943603,20:20:0:13
Pune,Red,Pomegranate,55,42,21,6.447018400711894,1441.7342601256125,34.95640054832939,MOP
Pune,Red,Maize,32,55,47,7.138863722121975,1008.4789065497972,31.525716149940287,Urea
Pune,Black,Pomegranate,58,60,29,6.882245054752748,1040.672469797148,33.213173126709044,MOP
Pune,Clayey,Soybean,49,47,48,7.144058326396561,1363.4665210834328,33.65881350143978,DAP
Solapur,Red,Grapes,46,59,30,7.124271140661286,1195.998620691165,32.12983496586479,MOP
Sangli,Red,Moong,37,28,46,6.323035122423506,762.2699068946649,34.77576939545685,DAP
Pune,Clayey,Maize,81,48,48,5.822323520022809,675.4188948956923,30.303634653107068,Urea
Kolhapur,Red,Wheat,67,52,68,6.394108899907591,1032.5934884694261,22.600189814015195,Ammonium Sulphate
Sangli,Red,Pomegranate,89,38,53,7.235338121109507,448.3159093699944,23.33952983442646,19:19:19 NPK
Satara,Red,Maize,50,55,50,6.013410283594152,1273.4342247436145,24.714916358738748,Urea
Solapur,Black,Wheat,31,24,42,6.62482624261043,1446.2022656436877,34.169851716476074,DAP
Kolhapur,Red,Cotton,29,54,43,6.729138554612054,722.7441417119219,25.060222409767874,Urea
Kolhapur,Black,Tur,96,79,66,7.430065903520723,1373.9058838898536,26.60234505003499,10:26:26 NPK
Satara,Black,Tur,56,79,35,7.400274399277981,1350.582848899469,23.98308427800194,10:26:26 NPK
Sangli,Red,Sugarcane,89,52,44,6.149383969752992,779.1505297883831,22.236126173427273,10:26:26 NPK
Satara,Black,Wheat,32,24,49,5.579156593190148,554.660530082181,28.14562730591375,DAP
Satara,Black,Soybean,72,43,48,5.617490672163012,874.5522700221693,27.169015264119906,Ammonium Sulphate
Kolhapur,Red,Pomegranate,61,52,40,6.742640167950665,469.3171203804255,22.9838104121362,19:19:19 NPK
Kolhapur,Black,Soybean,53,71,53,6.920050387544213,719.993910570812,26.766567930837574,Ammonium Sulphate
Pune,Black,Grapes,48,58,42,7.216635200075835,473.15070465819946,28.624738454515033,MOP
Solapur,Clayey,Grapes,79,49,40,6.504890266766397,1280.960784323187,20.685202927505102,19:19:19 NPK
Satara,Black,Cotton,83,69,76,6.226868673261052,1165.066253860302,27.897947092716805,20:20:0:13
Satara,Black,Tur,89,39,78,6.4068916671689005,716.0530898329589,20.639397763471557,10:26:26 NPK
Sangli,Black,Cotton,86,67,58,6.463199113132336,1224.1777716869483,31.327907782476323,20:20:0:13
Satara,Black,Tur,43,57,73,6.88400710569249,1173.994216453561,30.1314454372336,10:26:26 NPK
Satara,Red,Sugarcane,100,37,64,6.604304145459454,933.2327288734936,27.52511704694499,10:26:26 NPK
Kolhapur,Red,Moong,32,30,51,6.939165873023153,1492.3721916422776,32.907060300713965,DAP
Kolhapur,Red,Cotton,26,40,42,5.593686852598429,580.8742979533099,26.39432111737115,Urea
Solapur,Red,Sugarcane,52,56,47,7.020940391059799,1411.6413625020555,31.9658363789666,Urea
Solapur,Red,Pomegranate,85,74,49,5.872998054307228,541.4844144710074,28.052922121398296,19:19:19 NPK
Satara,Red,Sugarcane,83,80,45,7.4242112389375405,641.0672760876503,26.15063457572206,10:26:26 NPK
Satara,Black,Cotton,88,37,37,5.728565853626986,777.6601245934226,26.671194097451455,20:20:0:13
Satara,Black,Wheat,50,45,41,6.88102619007993,800.4649873089104,20.701155445986863,DAP
Satara,Red,Sugarcane,48,63,65,6.164675466598954,466.95121828439653,22.83848075438881,10:26:26 NPK
Solapur,Black,Cotton,86,46,42,6.702438860669563,1061.5927702787349,29.281361842390087,20:20:0:13
Solapur,Red,Sugarcane,48,38,45,7.227085960819786,905.0427134738147,21.756007632043808,10:26:26 NPK
Sangli,Clayey,Grapes,66,62,78,6.583253645965132,870.178470529992,33.668411968821566,19:19:19 NPK
Solapur,Black,Cotton,35,57,59,6.295487710034758,1274.8768383963957,31.93600591936304,Urea
Solapur,Clayey,Sugarcane,80,41,59,6.341512027023478,1181.788042990781,20.102975951368727,Urea
Solapur,Clayey,Grapes,78,76,49,6.01498043373705,753.3956429550274,30.1406911401171,19:19:19 NPK
Kolhapur,Clayey,Grapes,64,35,35,6.5475997071149115,1465.8024676392217,28.926116665420594,19:19:19 NPK
Pune,Black,Sugarcane,62,60,49,6.648996804170847,971.735623611639,20.5649832130311,Urea
Kolhapur,Clayey,Grapes,67,68,37,5.639884724187992,1331.7340223062533,31.629549856910636,19:19:19 NPK
Sangli,Black,Cotton,49,60,44,5.917637247438763,692.1979656630544,30.269430010310607,Urea
Sangli,Red,Moong,39,22,46,7.35940209835023,920.8170878560147,30.61197426039547,DAP
Satara,Clayey,Soybean,52,41,57,6.365186386155973,1355.434091274103,26.718593945732838,DAP
Sangli,Red,Grapes,53,52,21,7.1633828111489235,791.1945926450337,34.40285365218473,MOP
Solapur,Black,Soybean,62,68,67,6.602512885300961,1436.8621322900801,28.797468025427314,Ammonium Sulphate
Kolhapur,Clayey,Cotton,29,46,54,5.9446380534771945,995.7708054420009,28.735199429694227,Urea
Solapur,Black,Grapes,42,41,23,6.007936613229672,918.0891895922657,26.126257683565242,MOP
Pune,Clayey,Grapes,46,33,36,7.23347747205779,1476.120298616954,24.395584995434167,19:19:19 NPK
Satara,Black,Soybean,72,65,38,7.402736400406322,915.0549557526144,20.753308792351042,Ammonium Sulphate
Solapur,Red,Pomegranate,78,76,63,5.544639326451817,1463.1199550027457,21.653457837164716,19:19:19 NPK
Sangli,Red,Grapes,49,41,39,6.285632956018901,1255.1955883681776,30.980314706342654,MOP
Sangli,Red,Sugarcane,81,46,59,5.907719207023988,1101.489513807326,26.017290144999347,Urea
Solapur,Red,Sugarcane,37,53,53,5.584110568570109,1392.9291904564145,23.83867224322933,Urea
Solapur,Red,Grapes,57,57,39,5.6523098829411405,735.7176645989655,32.84932383074553,MOP
Satara,Clayey,Grapes,63,67,66,6.232585316027433,599.3412148358408,30.15254766722292,19:19:19 NPK
Sangli,Black,Tur,58,66,79,7.243053817113228,406.03052498663925,22.661950037558945,10:26:26 NPK
Satara,Black,Tur,71,34,58,7.188880333281971,992.8225862263525,33.133113222374206,10:26:26 NPK
Satara,Red,Wheat,43,49,49,6.109442089568839,1155.3442269068503,30.90717076143665,Ammonium Sulphate
Satara,Red,Moong,39,41,56,7.0739381884062125,1375.4561377688494,26.690875498609678,DAP
Solapur,Red,Moong,56,40,46,5.644993624898665,863.2243257229513,23.865398340797498,DAP
Solapur,Red,Moong,56,27,57,5.803635248500889,892.5546563927277,30.11881738848068,DAP
Sangli,Clayey,Soybean,51,32,44,6.929379860325776,419.03567666389415,20.650116599640846,DAP
Sangli,Clayey,Sugarcane,85,55,43,6.520666827862892,705.5593161877296,30.201770518272042,Urea
Solapur,Red,Sugarcane,74,76,51,7.104552746656202,460.65707836353903,30.144115040244895,10:26:26 NPK
Sangli,Red,Wheat,42,68,52,5.9132467607474295,881.2519181718442,24.22141986509101,Ammonium Sulphate
