District,Soil Color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop
Pune,Black,54,50,48,6.623944595436724,954.4365021369646,27.451409075988565,Maize
Satara,Red,99,41,37,6.64053501563419,404.39284828611767,17.23861242009022,Wheat
Solapur,Black,134,72,116,6.628461072817833,1913.8119520416753,30.903457200624523,Sugarcane
Pune,Red,66,33,59,6.714492970959185,487.50158324624635,29.57948591780729,Jowar
Solapur,Clayey,140,82,110,6.03398731240687,2244.710077832355,34.68907416043949,Sugarcane
Kolhapur,Black,69,34,44,6.102352075840023,976.340875040107,25.44165353261362,Maize
Sangli,Black,53,37,38,6.682183577940507,845.137530495897,25.063540815669356,Soybean
Pune,Clayey,42,32,51,7.442108000862395,742.1870485943173,23.631431048968157,Groundnut
Pune,Black,122,90,110,6.477254771549556,1631.991464030152,29.659542541119343,Sugarcane
Pune,Black,42,46,58,6.32448453872623,607.4335806529665,25.732204529821008,Soybean
Solapur,Clayey,66,30,32,6.122759321668967,722.8673446471379,21.026105553021672,Tur
Pune,Black,62,52,40,7.405550215005375,447.7078999517294,20.3539571956841,Wheat
Satara,Black,58,35,31,6.199339199298358,728.2929716686838,24.430569489422783,Maize
Sangli,Black,66,53,46,6.2308510747651695,550.9401641226068,24.012230815643008,Wheat
Solapur,Black,68,55,37,7.018667968034096,723.047143362768,24.644927906337443,Wheat
Pune,Red,83,55,41,6.000561723720359,711.8035497913174,16.857863115154586,Wheat
Satara,Black,79,37,47,7.496782571966731,919.9211368160127,25.75119060906947,Soybean
Kolhapur,Black,126,81,84,6.874922554835056,826.877892065505,30.90895501318891,Cotton
Satara,Red,91,55,32,6.79360456453482,641.0331238508927,23.16331846053861,Wheat
Solapur,Red,40,57,41,7.364056639819047,784.1444650769778,29.281879019521536,Tur
Sangli,Black,55,47,33,6.303475901338854,816.0321456035228,25.822517457789914,Tur
Solapur,Clayey,55,37,34,6.957172017937807,581.3694313037875,25.40172848133288,Maize
Pune,Black,136,70,103,7.486586985100069,2478.745855610551,30.559277173336728,Sugarcane
Kolhapur,Black,100,71,108,6.600489421570767,2491.294968131405,32.792682315482935,Sugarcane
Pune,Red,82,44,38,6.364800037496429,697.69365631299,15.713688621088234,Wheat
Pune,Black,145,78,120,6.778151653044256,2255.12567119112,33.8010045035641,Sugarcane
Satara,Black,89,42,49,7.056348343169626,537.5077452630175,16.120588780202624,Wheat
Kolhapur,Black,49,60,57,6.923794374797749,571.8012654773314,32.605275137596806,Grapes
Pune,Clayey,46,34,56,7.3542322186019735,849.4383562008014,22.108773046170786,Tur
Pune,Black,59,30,34,6.609227246603454,579.3606562451586,34.83641332567829,Grapes
Sangli,Black,58,30,43,6.840632312313488,580.8248581831298,21.97190636915633,Grapes
Kolhapur,Reddish,75,35,43,6.457498011377391,435.9523849076866,30.952788570082557,Pomegranate
Pune,Reddish,47,50,43,6.235690419652359,498.17468210988045,34.68716605754692,Pomegranate
Sangli,Black,138,60,107,6.65624395907443,709.4055201521141,25.102392827693308,Cotton
Kolhapur,Black,57,54,32,7.227622633235322,839.6862863812592,20.431814560291457,Soybean
Kolhapur,Black,86,58,53,7.4010264128851535,571.5168621175796,26.935671126011762,Jowar
Sangli,Red,73,56,34,7.292889951233763,542.5044373915912,21.12970205376216,Wheat
Kolhapur,Red,83,58,37,6.922961134795571,538.180486785971,20.420068001579693,Wheat
Pune,Black,44,33,43,6.5532024885061455,712.1202082818564,22.767066145592086,Soybean
Pune,Black,134,83,104,6.501783010689703,669.3029524219019,28.523781771945202,Cotton
Satara,Reddish,69,53,32,6.224804204226133,508.03816874604126,37.590090770792294,Pomegranate
Kolhapur,Black,45,54,56,7.066475608083365,799.388653839145,26.599048647715954,Soybean
Sangli,Black,99,46,32,6.909593441515403,764.0870040943796,18.006230685629603,Wheat
Sangli,Black,41,58,30,6.811566623010577,707.8633408965533,26.494135287122514,Soybean
Satara,Black,70,39,31,7.121435435815207,461.83224137496205,29.796982223684324,Jowar
Solapur,Black,82,30,49,7.264613863090673,909.6738883219061,25.68525345627934,Soybean
Solapur,Clayey,121,78,91,6.9488594088112485,1742.8138239875716,28.91969743030573,Sugarcane
Kolhapur,Clayey,134,73,89,7.180019178752487,2294.7555624657734,33.53070017103789,Sugarcane
Pune,Black,41,57,57,6.300799766075256,431.30081224144726,30.63022438965862,Jowar
Kolhapur,Clayey,86,42,43,6.554055923643163,813.0956894637566,23.508053044323965,Maize
Satara,Black,67,45,30,7.104956560245307,722.4092363855603,18.37523659302923,Wheat
Sangli,Black,60,36,34,6.930162881793396,882.2473777661947,28.44856133584648,Soybean
Solapur,Red,55,38,32,7.418173249538443,530.6095520033336,28.966026785537167,Maize
Kolhapur,Clayey,75,59,45,7.02598185958645,2134.4641038716,21.760143341963328,Rice
Solapur,Black,70,33,59,6.084197819003543,564.2780788655368,22.58270689525849,Groundnut
Satara,Black,61,49,34,6.146597085748707,926.2204539727913,25.445075302664886,Maize
Kolhapur,Red,85,30,46,7.336918859293746,638.2456644630338,26.926206482602872,Groundnut
Solapur,Red,95,47,39,6.820951334479204,529.4953878982259,17.273725554444677,Wheat
Satara,Black,52,36,55,7.199914648623668,690.337027448752,31.20899530614561,Jowar
Solapur,Black,85,49,59,6.740682386424389,863.9207334450343,26.93638993922703,Grapes
Solapur,Red,69,41,43,6.683662856060672,520.3922692023979,19.06665273759473,Wheat
Kolhapur,Reddish,59,33,59,6.724070082395702,449.39841734399533,34.83030065811703,Pomegranate
Kolhapur,Reddish,66,43,41,6.204258279374952,673.653261001368,27.211756057163935,Pomegranate
Kolhapur,Red,82,34,38,6.377776396937215,612.6022987380849,23.5973930247355,Maize
Pune,Black,98,43,49,7.067931167094519,784.1538737541985,20.917240044656786,Wheat
Pune,Red,42,47,49,6.676524661055274,539.1942355651211,27.832627078619534,Jowar
Kolhapur,Black,54,36,39,6.808410335719186,846.9785601169608,27.040892474585974,Soybean
Pune,Clayey,99,56,46,6.401541740104492,1821.2234292009916,29.220677248893157,Rice
Solapur,Clayey,90,54,44,6.380784805258324,2846.3537937335855,24.99317150428351,Rice
Solapur,Black,87,59,36,6.699484360156887,677.467490736185,32.44850252567146,Jowar
Kolhapur,Clayey,73,35,55,7.395921330025187,952.6368132579598,27.832717343815794,Groundnut
Pune,Black,69,33,32,6.586050434647747,659.1255835488759,25.259785697783652,Soybean
Sangli,Red,77,39,51,6.634289398869727,513.5907626412818,31.53660516680387,Jowar
Solapur,Red,55,58,31,6.206346797033879,412.4323579376444,27.731284257541407,Pomegranate
Kolhapur,Clayey,95,59,41,6.880174274514051,2780.656786801478,27.27945828797462,Rice
Kolhapur,Red,80,37,58,7.427211218521126,451.07111390479054,31.115204271151093,Jowar
Kolhapur,Black,80,45,36,6.678419807839472,808.9532233900322,28.37265516668598,Soybean
Solapur,Black,47,54,47,6.848352457845863,826.9534058720293,24.514581512278166,Maize
Kolhapur,Black,126,60,98,6.734293615529786,977.30935471714,28.430626442857644,Cotton
Satara,Clayey,88,51,42,6.129016264204831,2307.0371007662607,20.02559266200758,Rice
Sangli,Clayey,98,52,37,7.125961242892467,2413.663234297205,21.54229508719751,Rice
Kolhapur,Black,138,84,92,6.764501195084305,944.0218228974893,34.977360393735815,Cotton
Solapur,Red,71,50,42,6.102460278558117,660.9067661771808,27.437591414540655,Tur
Solapur,Clayey,107,90,110,6.615523275773512,1620.1762633285277,29.941768985705618,Sugarcane
Pune,Black,78,44,31,6.235483880042586,664.9944899514553,26.29567176407976,Soybean
Satara,Reddish,64,51,31,6.079166426328094,588.9243683951768,25.632348282481754,Pomegranate
Kolhapur,Black,135,85,99,7.198367329901792,668.5446095275043,28.370543226194087,Cotton
Kolhapur,Black,53,35,50,6.861903251009302,908.652719757953,23.885966552335574,Soybean
Satara,Black,89,54,52,6.7474400446769875,677.7839393410279,22.76985853071912,Groundnut
Satara,Black,73,53,50,6.964242758962187,965.2176825349188,27.467186881029377,Soybean
Sangli,Black,76,59,48,7.122658269493544,709.8716194242967,23.55642401450639,Wheat
Sangli,Black,60,44,54,6.491362746846551,871.0145685551595,26.324002914036505,Grapes
Solapur,Black,53,33,46,7.216455205865003,615.6206207528713,23.203021613677212,Soybean
Satara,Black,62,33,44,6.973248386854753,871.5227231805698,25.79728717259423,Soybean
Pune,Black,52,41,34,6.541717527820232,999.5112692235452,25.06923029780544,Maize
Kolhapur,Red,49,60,45,6.430279341077564,952.0302407167001,29.7922416400934,Tur
Pune,Black,60,57,31,6.182605648783094,623.9659462887576,27.655416562864666,Tur
Kolhapur,Clayey,90,36,46,6.654238494189644,833.7600513332948,23.39410471985136,Tur
Satara,Black,127,84,114,7.102805693233025,683.8456171001047,27.401811326537114,Cotton
Kolhapur,Black,108,76,87,6.880025401431254,2271.4191537141623,30.336908457232788,Sugarcane
Solapur,Clayey,132,82,103,7.449377445838834,1795.2693354139626,30.142486584550632,Sugarcane
Sangli,Black,73,43,37,6.800239425573607,722.1524150122796,27.328266848831007,Soybean
Pune,Reddish,79,38,32,6.600549335867187,591.6139028876905,36.08892540437155,Pomegranate
Solapur,Black,124,82,106,7.030264500101912,1533.7424262958612,25.311669879977096,Sugarcane
Pune,Red,68,52,50,7.457578649597346,618.1050070160472,20.985179300286436,Grapes
Satara,Black,150,74,86,7.207030839070194,755.1471120718953,32.35694330044548,Cotton
Sangli,Black,60,33,42,6.889727133187362,455.19898438422877,32.88544368572111,Jowar
Solapur,Black,45,40,33,7.487983452332655,688.2745985808407,33.12949316001331,Jowar
Pune,Black,49,41,38,6.739560782178355,938.5285654991892,27.56434137522108,Soybean
Pune,Black,81,38,33,6.003157104007786,923.5403076548746,20.636865353592267,Tur
Satara,Red,85,42,50,7.424619168771618,521.921219525019,23.887807404073925,Wheat
Kolhapur,Red,89,30,50,6.464924426439214,939.123182437645,26.44842340845989,Groundnut
Sangli,Clayey,74,51,35,6.282353799637318,2948.5629256988736,20.483078777055187,Rice
Sangli,Black,138,74,95,6.728043704839136,968.4134849829106,25.442238682419966,Cotton
Satara,Black,85,32,37,7.099118943859558,515.3407594491155,21.339417497507046,Grapes
Pune,Red,64,37,47,6.163786426941909,690.8332943977073,37.300344665259274,Pomegranate
Satara,Black,54,36,33,7.161114600465254,724.7254606762355,27.157796825178494,Groundnut
Pune,Clayey,59,39,32,7.096699690206216,724.0445935555914,23.133838111162884,Groundnut
Pune,Red,65,57,59,7.425690824380169,641.6744937066088,34.313040636483485,Grapes
Solapur,Red,50,60,53,6.7749798961529155,545.111777392489,20.124434733660348,Groundnut
Kolhapur,Black,74,30,41,7.365658439650922,686.4141908833195,26.73369960402783,Soybean
Pune,Black,105,66,111,6.7430337137460175,811.5769603969246,34.0245074060402,Cotton
Solapur,Red,64,37,43,6.088297097981413,627.247209443012,34.81428038822262,Jowar
Pune,Reddish,67,39,43,7.342252752550828,456.73557008218376,34.7353091711868,Pomegranate
Satara,Black,79,44,42,6.2538246395286645,451.8648409532025,16.298004108383843,Wheat
Satara,Red,46,41,49,6.848159181183979,496.5178650632056,27.412771260996095,Pomegranate
Pune,Black,42,48,57,6.632035388440584,628.595515758322,33.545898521606205,Jowar
Sangli,Reddish,69,30,54,7.454528017071372,503.0433551410752,37.24171845177512,Pomegranate
Kolhapur,Clayey,78,55,49,7.086528347807203,1917.154407580296,27.61240857160957,Rice
Satara,Black,55,31,48,7.266006472251697,449.9100860071679,27.13866515329886,Jowar
Sangli,Red,91,60,36,7.336687846794096,547.8598936982297,22.788771448529758,Wheat
Kolhapur,Clayey,139,61,92,6.235715104266986,2201.331579475163,28.94368591906402,Sugarcane
Satara,Red,89,40,53,6.675597676786437,606.9561039049793,33.42903321236585,Jowar
Satara,Black,83,46,37,7.280616968198521,526.8522571115947,22.850798312048568,Wheat
Satara,Black,49,31,57,6.032551304549477,822.8195131640516,22.17241689730431,Soybean
Pune,Black,86,57,60,7.035976083607209,723.6159043951546,28.74379441769115,Maize
Solapur,Black,82,34,49,7.30262629975612,554.0873946481331,32.30353584601775,Jowar
Pune,Black,62,40,46,6.232048720645343,645.1118441342383,21.394882678649935,Wheat
Pune,Black,68,37,37,6.4487500124673796,922.275058378618,21.158150413461556,Soybean
Solapur,Clayey,47,56,44,7.426977086695194,634.3954281001854,26.408268461071017,Tur
Pune,Black,74,46,47,7.068594770953609,621.6959927171746,29.498929733095274,Jowar
Pune,Black,114,61,80,6.182381891785706,787.0184403225801,31.928881181458753,Cotton
Sangli,Black,123,70,117,6.28631827615219,2008.0165100882436,28.60075082197174,Sugarcane
Solapur,Black,89,59,54,6.459137705563983,940.1708267288842,20.057550794618262,Maize
Kolhapur,Reddish,66,30,57,7.40729651284079,577.5059077173878,34.26355709988407,Pomegranate
Kolhapur,Black,127,75,80,6.051548089858551,2271.9728078724893,27.59266482286561,Sugarcane
Sangli,Clayey,64,50,34,7.139957067540048,1819.854629629049,29.03900263032594,Rice
Solapur,Black,80,46,39,7.075100040484141,608.6549307802987,29.599039211945573,Grapes
Sangli,Black,60,33,54,6.169195546626703,655.9503764545608,23.57233414893383,Tur
Sangli,Red,86,44,46,7.039423290565619,794.9779639971637,20.867233976664927,Wheat
Sangli,Clayey,57,58,40,6.167745659301665,614.2899317778463,27.605134766119235,Groundnut
Satara,Black,138,81,110,6.180260542138811,1913.1171702393483,28.883302599152714,Sugarcane
Kolhapur,Red,68,43,45,6.201204171267513,580.6929942475514,28.942181779102263,Jowar
Pune,Red,44,60,54,7.329240422077893,696.8990188946318,22.895596086428597,Grapes
Kolhapur,Black,82,32,33,6.932168160436948,895.7173204312442,25.66468341259922,Grapes
Sangli,Black,55,43,53,6.569990287506013,761.7780625079868,23.331192797336612,Tur
Sangli,Clayey,74,40,48,6.724736044135688,937.430938583015,24.14238989243305,Groundnut
Sangli,Black,50,46,30,7.071353814023494,639.5007418177922,24.193516425845644,Soybean
Kolhapur,Black,130,69,94,6.165916249592843,972.337739811152,34.70720633677844,Cotton
Solapur,Clayey,109,69,112,6.1523042958844005,1859.6815024302261,30.25311545059477,Sugarcane
Pune,Red,50,46,35,7.078964365456397,928.097478498323,23.57719565745859,Tur
Solapur,Clayey,108,85,84,7.316216690581037,1603.8029296434704,25.70588803395364,Sugarcane
Solapur,Black,88,49,41,6.680059816217679,435.6401216715883,32.65724924220285,Jowar
Satara,Clayey,99,60,34,6.888409906362199,2306.9199171198115,29.883377971956,Rice
Solapur,Clayey,123,72,115,6.91760797252499,1526.3130197659816,31.990977043315254,Sugarcane
Pune,Black,64,59,51,6.373519843122764,716.7846022819615,32.695561433242,Grapes
Pune,Black,110,73,120,6.951478829987611,2303.0161536500123,34.345442870505444,Sugarcane
Pune,Black,121,75,83,6.810540166104609,2478.1886347790564,33.67709512076742,Sugarcane
Sangli,Black,87,38,47,6.911045580222501,678.877269289603,25.75654725966094,Soybean
Solapur,Red,87,57,38,6.608255108695043,516.7471980495444,31.762927915510208,Jowar
Pune,Black,93,50,33,6.790017528051201,733.6923362699359,24.46087956666737,Wheat
Kolhapur,Clayey,69,44,30,6.6408216569475345,2506.691140636118,23.32739403338175,Rice
Satara,Black,124,78,87,7.1489813435416485,1833.8948930922163,27.736252483283835,Sugarcane
Pune,Black,60,55,54,6.790399548121492,590.6296798680531,30.523371487542732,Jowar
Sangli,Black,60,36,54,7.221538869521726,615.7198731855503,30.1149052498387,Jowar
Kolhapur,Black,74,53,50,6.631575609527288,591.506172874853,23.887925914187274,Maize
Solapur,Reddish,55,30,60,7.134446816258463,448.2433055107119,26.860952914591678,Pomegranate
Pune,Red,73,42,57,6.879944843808635,592.7701826822088,23.04202114423332,Grapes
Pune,Black,86,48,60,6.249612404150263,668.8620576795713,25.78378019333865,Soybean
Sangli,Black,49,46,31,7.362671130965572,879.3106183346274,20.59732048746271,Grapes
Pune,Black,48,59,33,6.211171714923804,623.0311732178594,24.65247478127512,Soybean
Pune,Black,76,32,40,6.567824801715995,831.514635635833,29.043850709462824,Soybean
Pune,Red,67,46,33,6.530914124014138,573.5005650682494,20.668093271633907,Wheat
Kolhapur,Black,122,78,95,7.486998582393731,2343.7713954861915,26.632300246969123,Sugarcane
Kolhapur,Clayey,66,49,50,6.446707287523516,2045.3844679989331,27.94525395179319,Rice
Pune,Red,63,36,58,6.796858124959219,732.308308642183,24.84171738923461,Grapes
Kolhapur,Black,44,44,53,7.39887575152396,859.2531412467363,23.05727723690647,Soybean
Sangli,Black,75,50,45,7.101713873573296,797.4700134130569,29.368208181769305,Soybean
Satara,Clayey,60,46,40,6.954786622995031,748.7708605921646,21.7690763179327,Maize
Solapur,Red,62,45,54,6.578684373862224,624.5829086586306,29.23097580132277,Pomegranate
Kolhapur,Black,85,58,45,7.285512954191318,818.8026753082131,22.98433061231566,Soybean
Satara,Clayey,100,64,112,6.698989641102662,2152.746680810863,25.97753040002438,Sugarcane
Solapur,Black,62,58,42,6.953576569606773,884.6927361006751,31.16610099342205,Grapes
Pune,Red,55,49,30,7.295074391780769,534.7794780570605,30.152692185212956,Pomegranate
Pune,Clayey,106,63,80,7.236800584625752,2017.5573608200411,27.069274145610354,Sugarcane
Solapur,Black,147,71,80,6.379252321015682,843.0854781177076,34.151518265592756,Cotton
Pune,Clayey,68,33,57,6.210331759335729,521.398354758597,20.776954033940356,Maize
Pune,Red,81,59,45,6.1021574343470215,435.9826207462935,24.124862248500524,Wheat
Pune,Black,94,52,43,6.991693033761115,746.8064450181225,20.643170616327676,Wheat
Sangli,Black,66,47,34,7.146744158573322,757.2811299601717,24.33494342686402,Wheat
Kolhapur,Black,112,89,98,7.166971796522476,1706.9309105250277,28.351827691794735,Sugarcane
Kolhapur,Black,66,33,60,6.631173396287481,841.1525998017381,21.299655850975952,Soybean
Solapur,Clayey,60,41,46,6.306006128764831,940.3140475535217,25.36213304278119,Tur
Sangli,Clayey,83,47,33,7.3874633689139655,970.3593899214982,23.938288096783204,Tur
Kolhapur,Red,41,55,58,6.422228926954103,863.6430297071676,22.76499024587021,Tur
Solapur,Black,77,39,42,7.37221255265919,579.9540120267586,28.381699813014343,Maize
Pune,Black,40,35,51,6.903300951211719,543.7409832759867,27.883287984591405,Grapes
Satara,Black,64,31,42,7.484326245503064,746.5812241908479,20.721752669440633,Soybean
Kolhapur,Reddish,43,39,41,6.62616339599127,405.54626019049533,34.935395360913205,Pomegranate
Solapur,Black,107,86,103,6.488170728035315,878.2928545431444,27.463730065403304,Cotton
Pune,Clayey,97,40,41,6.794014209686636,2688.8338638188407,26.782448192401993,Rice
Pune,Red,47,56,39,6.239125810772687,557.898584370546,37.804554785459956,Pomegranate
Sangli,Red,78,42,45,6.276759827654897,727.4576483260234,21.909215785788376,Grapes
Kolhapur,Black,132,78,96,6.741866625202426,715.55769004071,31.68024602416881,Cotton
Solapur,Clayey,47,39,39,7.122804214237757,945.5208134673742,26.28305023677892,Maize
Sangli,Reddish,45,34,33,6.154981615834519,692.4533195183121,34.942157713231154,Pomegranate
Solapur,Black,87,44,44,7.051818680403085,652.0141369447435,20.483505923368195,Grapes
Solapur,Clayey,79,50,54,7.263150634175439,826.9732765976471,29.841516704742375,Maize
Pune,Black,105,78,119,7.332272648198216,930.5269618128006,34.797189530480416,Cotton
Sangli,Clayey,142,63,103,7.074920345433528,1940.305946727877,28.257205511456945,Sugarcane
Solapur,Black,47,46,50,6.992857885964534,617.7893601467756,29.925280818335715,Grapes
Satara,Black,65,55,58,6.252888318413816,662.0180593493927,29.202588550223812,Soybean
Solapur,Clayey,116,64,105,6.280694127241761,1991.8608730530725,28.932824415738022,Sugarcane
Sangli,Black,80,43,33,7.008250316053838,739.5398622145391,28.259698857623633,Groundnut
Kolhapur,Reddish,71,51,32,6.376959975755188,661.7138954925808,32.10343336337226,Pomegranate
Solapur,Red,52,55,38,7.41834398269112,710.8397682253348,23.296686161021082,Grapes
Satara,Black,146,65,91,6.434417443288857,2014.9433699067545,26.13288794307725,Sugarcane
Pune,Clayey,148,90,95,6.130914429688926,1994.4767297731235,27.940697718546957,Sugarcane
Satara,Red,85,33,42,6.117281409431946,592.2189362427797,34.41202344167084,Pomegranate
Kolhapur,Black,55,32,54,6.386091276684021,630.6935695676502,22.89591579249154,Soybean
Pune,Red,81,51,30,6.624528754203826,958.8470518245149,23.366406058006007,Tur
Satara,Black,53,33,39,7.42663214165617,676.6354219545772,28.339234055618007,Grapes
Satara,Red,68,52,33,6.047022846581999,731.0466029118693,23.739224701998687,Wheat
Pune,Red,59,51,58,6.8151555473936,513.6244114808079,22.628353422736446,Grapes
Sangli,Reddish,64,58,43,6.633547560143694,506.86222080538516,32.879331326343475,Pomegranate
Sangli,Black,64,30,40,6.846299435320636,475.517595857928,31.969599376240737,Jowar
Kolhapur,Clayey,75,59,49,7.401569712827952,562.9868242052194,26.79417111692217,Groundnut
Kolhapur,Red,77,56,50,6.432047059747124,571.777655618019,24.329478980370308,Grapes
Kolhapur,Black,65,51,37,6.8551795026330575,906.1376879821776,23.49726070462298,Soybean
Satara,Black,63,45,51,7.00572018673426,717.259850228339,27.280764084163703,Soybean
Satara,Black,58,54,48,6.474178311533967,618.9756221323688,23.153518463973807,Soybean
Satara,Clayey,88,47,42,6.542149684553845,1722.6009047170878,28.30734231865734,Rice
Pune,Black,49,44,36,7.131650598414362,967.727031043728,23.550396376348775,Maize
Pune,Clayey,40,59,41,6.9560680096154694,767.8953260427229,25.06694521675742,Groundnut
Satara,Red,92,55,48,6.766226501912502,486.8360963131412,15.209834331235609,Wheat
Solapur,Red,68,49,34,6.896031629997356,554.3930317541954,25.268012561281388,Jowar
Sangli,Red,76,33,54,7.230258463662169,517.2925614162215,28.499938554407702,Pomegranate
Satara,Black,100,89,102,6.828799933022923,2426.0981182548517,25.769966475568303,Sugarcane
Pune,Red,49,43,30,6.532923940475846,994.8530167903407,24.279887546437234,Groundnut
Kolhapur,Red,72,45,39,7.457986241235098,715.75896894786,19.032287271984966,Wheat
Kolhapur,Red,70,38,50,7.030135072588967,449.7001079410692,25.85949414645889,Jowar
Satara,Black,106,82,93,6.090070838456759,2422.0553778052868,29.49477670246247,Sugarcane
Kolhapur,Clayey,85,48,50,6.227345236589428,2962.1955517976935,23.579927705124106,Rice
Kolhapur,Clayey,52,49,56,6.027096676186099,505.1017854238417,22.17659835195794,Tur
Pune,Reddish,75,57,52,6.456868918180479,662.7242135197547,36.5393343146974,Pomegranate
Pune,Clayey,91,40,35,6.811789380325165,2093.7686220837923,26.769846102139883,Rice
Sangli,Black,42,60,38,7.018677454642686,638.4856716239204,31.573370857935767,Jowar
Sangli,Red,67,37,43,6.440372987200173,793.7050483055524,29.944046612662486,Grapes
Satara,Clayey,83,52,46,7.495668724625409,2740.1908534499553,22.616991783035665,Rice
Solapur,Black,68,57,46,7.220920882294448,783.7692132781633,21.971584814601776,Wheat
Solapur,Clayey,73,60,36,6.744271130079012,643.4476427954064,20.19399130273393,Groundnut
Kolhapur,Clayey,139,86,117,6.745008759913644,2120.3800869523297,30.527112407673915,Sugarcane
Kolhapur,Black,99,43,37,7.0837526025782935,559.9022502472549,17.273917311901197,Wheat
Pune,Reddish,41,39,50,6.055567254522725,692.6623593069148,28.000749627461985,Pomegranate
Sangli,Clayey,98,60,42,6.761407197871826,2908.9137708170683,23.408295816716034,Rice
Satara,Red,65,56,59,6.115638546077298,661.1426793465173,25.552822747077016,Jowar
Satara,Black,74,50,47,6.8080216698840506,740.0252008562381,24.129339529412327,Soybean
Pune,Clayey,90,42,57,7.298445352358734,843.49926175777,29.100966909022475,Maize
Kolhapur,Red,82,43,49,6.508942561665355,811.226331075154,29.633285791069802,Grapes
Sangli,Black,138,60,86,7.232477977718347,806.0077156269492,28.811039643230508,Cotton
Solapur,Black,54,34,31,6.606310099611025,538.6539569438103,28.092620200729165,Tur
Solapur,Clayey,72,30,59,7.007883580152325,957.252632704191,22.470038203606133,Maize
Solapur,Black,129,65,80,6.815241900036602,664.0620309859481,29.013363826460008,Cotton
Kolhapur,Red,66,49,38,6.7174026792763835,763.0890358084166,32.774591723333586,Grapes
Pune,Clayey,98,42,31,6.956778153115734,1540.355632698589,20.397567068413487,Rice
Satara,Red,78,60,31,6.216587405271267,746.013469564879,24.2465318719904,Wheat
Solapur,Black,86,38,45,7.187201570566264,601.3734161229518,26.853991749021315,Jowar
Satara,Black,80,34,34,6.3609209166342895,906.3845819349644,22.23982509396987,Groundnut
Satara,Black,71,36,33,6.672920138379902,890.3532664576185,20.63448537083374,Tur
Satara,Red,99,59,43,6.069255998214086,459.48876953397024,21.743937668283547,Wheat
Kolhapur,Black,89,50,33,7.488697198063333,671.1888633224534,23.776337836476817,Soybean
Solapur,Black,81,57,30,7.494983395266644,629.5737176275093,21.169350804639457,Wheat
Satara,Clayey,90,54,39,7.293712485825567,2838.757204803356,25.172013041431853,Rice
Sangli,Black,128,87,92,6.124376956205236,664.3368207492123,32.48330572254916,Cotton
Satara,Red,54,57,58,6.560451205243057,510.89453822628076,23.367539983736965,Grapes
Kolhapur,Red,85,45,48,6.248751598132108,707.9584520956928,22.54094974476831,Wheat
Solapur,Red,53,39,54,6.322585086121009,855.739036492974,23.39925983785705,Grapes
Kolhapur,Black,55,52,30,7.247195647937906,644.4435629044574,24.51227605323296,Soybean
Sangli,Black,51,54,34,6.521785219959949,808.7128034907383,28.155179353435642,Grapes
Sangli,Black,123,79,84,7.051861634543344,1970.9395320978915,33.898873365236014,Sugarcane
Solapur,Clayey,122,63,101,6.440537827206089,1773.2499328053477,25.39721898997765,Sugarcane
Satara,Red,42,43,46,6.70535367576291,784.9115425712985,26.494665747420317,Grapes
Satara,Black,66,54,48,6.477536669610735,624.5594999561241,24.982195567817683,Groundnut
Pune,Black,87,55,48,7.347755176399499,737.4450091727666,23.01057599989751,Wheat
Satara,Clayey,65,52,50,7.255096252971336,2344.552538803696,24.545596593714087,Rice
Pune,Clayey,67,44,47,7.258070293630567,823.4088195305014,27.06654161590923,Tur
Solapur,Red,40,34,37,6.28626320367745,506.0919105593657,27.852150244808065,Pomegranate
Sangli,Clayey,91,47,43,6.729104191967457,2671.9211624373247,25.527517009875044,Rice
Pune,Red,100,47,33,6.102386455631249,535.8398523790061,17.38487724149903,Wheat
Sangli,Black,41,34,30,6.7002122662200705,629.0181303678904,28.583770317820488,Jowar
Satara,Clayey,89,58,31,6.888267468473967,1723.153564561404,27.41178105634046,Rice
Solapur,Black,113,89,84,7.455133187579182,862.3774517456143,27.507016286263795,Cotton
Pune,Black,79,49,46,6.745493596456191,492.55062353612965,19.65471480856785,Wheat
Solapur,Clayey,71,52,35,6.8829859319526285,665.8998906096829,21.181953546855723,Tur
Pune,Red,88,38,30,7.291987347700163,553.9175695712903,20.561079401671485,Maize
Pune,Red,99,53,37,6.40958016914826,653.463888869821,17.926619715622778,Wheat
Satara,Black,146,87,97,6.156012764376435,851.9382907562365,30.50638112151523,Cotton
Satara,Red,45,43,35,7.039052679871464,672.3018387122644,27.591687678253617,Jowar
Solapur,Red,62,42,42,7.3616379506929075,992.1417549641683,27.361866706139768,Maize
Pune,Red,46,47,49,7.219249459789428,980.5319507930274,22.203134811032868,Tur
Sangli,Red,47,50,35,6.179350671917557,692.3439310368866,37.03324317415412,Pomegranate
Pune,Black,73,32,46,6.038826875581873,916.406010572047,24.94952264871742,Groundnut
Pune,Red,98,44,49,6.408333697087542,649.9450462567322,15.02669954264897,Wheat
Solapur,Black,45,56,49,7.253965273652328,696.8783807512359,23.45349302938649,Soybean
Solapur,Red,55,47,55,7.03775172761332,401.35955532924186,28.28796296587918,Pomegranate
Solapur,Reddish,62,57,34,6.196515967593807,543.2054807394782,37.14456485714608,Pomegranate
Sangli,Black,55,33,50,6.752478532808163,735.6511197046451,25.783096183944387,Maize
Kolhapur,Red,49,44,42,6.395602884530917,473.55195930540265,25.951072038088345,Jowar
